"Disease","County","Year","Sex","Count","Population","Rate"
"Measles","Sonoma","2008","Female","0","242159","0"
"Measles","Sonoma","2008","Male","0","234491","0"
"Measles","Sonoma","2009","Total","0","480598","0"
"Measles","Sonoma","2009","Female","0","243970","0"
"Measles","Sonoma","2009","Male","0","236628","0"
"Measles","Sonoma","2010","Total","0","484030","0"
"Measles","Sonoma","2010","Female","0","246025","0"
"Measles","Sonoma","2010","Male","0","238005","0"
"Measles","Sonoma","2011","Total","1","486613","0.206"
"Measles","Sonoma","2011","Female","0","247231","0"
"Measles","Sonoma","2011","Male","1","239382","0.418"
"Measles","Sonoma","2012","Total","0","488300","0"
"Measles","Sonoma","2012","Female","0","247993","0"
"Measles","Sonoma","2012","Male","0","240307","0"
"Measles","Sonoma","2013","Total","0","491619","0"
"Measles","Sonoma","2013","Female","0","249602","0"
"Measles","Sonoma","2013","Male","0","242017","0"
"Measles","Sonoma","2014","Total","0","495684","0"
"Measles","Sonoma","2014","Female","0","251616","0"
"Measles","Sonoma","2014","Male","0","244068","0"
"Measles","Stanislaus","2001","Total","0","463128","0"
"Measles","Stanislaus","2001","Female","0","235061","0"
"Measles","Stanislaus","2001","Male","0","228067","0"
"Measles","Stanislaus","2002","Total","0","473580","0"
"Measles","Stanislaus","2002","Female","0","240286","0"
"Measles","Stanislaus","2002","Male","0","233294","0"
"Measles","Stanislaus","2003","Total","0","483007","0"
"Measles","Stanislaus","2003","Female","0","244919","0"
"Measles","Stanislaus","2003","Male","0","238088","0"
"Measles","Stanislaus","2004","Total","0","490283","0"
"Measles","Stanislaus","2004","Female","0","248433","0"
"Measles","Stanislaus","2004","Male","0","241850","0"
"Measles","Stanislaus","2005","Total","0","498020","0"
"Measles","Stanislaus","2005","Female","0","252209","0"
"Measles","Stanislaus","2005","Male","0","245811","0"
"Measles","Stanislaus","2006","Total","0","503548","0"
"Measles","Stanislaus","2006","Female","0","254877","0"
"Measles","Stanislaus","2006","Male","0","248671","0"
"Measles","Stanislaus","2007","Total","0","508372","0"
"Measles","Stanislaus","2007","Female","0","257228","0"
"Measles","Stanislaus","2007","Male","0","251144","0"
"Measles","Stanislaus","2008","Total","0","510396","0"
"Measles","Stanislaus","2008","Female","0","258191","0"
"Measles","Stanislaus","2008","Male","0","252205","0"
"Measles","Stanislaus","2009","Total","0","512052","0"
"Measles","Stanislaus","2009","Female","0","258796","0"
"Measles","Stanislaus","2009","Male","0","253256","0"
"Measles","Stanislaus","2010","Total","0","515183","0"
"Measles","Stanislaus","2010","Female","0","260328","0"
"Measles","Stanislaus","2010","Male","0","254855","0"
"Measles","Stanislaus","2011","Total","1","518178","0.193"
"Measles","Stanislaus","2011","Female","0","261726","0"
"Measles","Stanislaus","2011","Male","1","256452","0.39"
"Measles","Stanislaus","2012","Total","0","523126","0"
"Measles","Stanislaus","2012","Female","0","264121","0"
"Measles","Stanislaus","2012","Male","0","259005","0"
"Measles","Stanislaus","2013","Total","0","526549","0"
"Measles","Stanislaus","2013","Female","0","265760","0"
"Measles","Stanislaus","2013","Male","0","260789","0"
"Measles","Stanislaus","2014","Total","0","530327","0"
"Measles","Stanislaus","2014","Female","0","267560","0"
"Measles","Stanislaus","2014","Male","0","262767","0"
"Measles","Sutter","2001","Total","0","80240","0"
"Measles","Sutter","2001","Female","0","40526","0"
"Measles","Sutter","2001","Male","0","39714","0"
"Measles","Sutter","2002","Total","0","81936","0"
"Measles","Sutter","2002","Female","0","41367","0"
"Measles","Sutter","2002","Male","0","40569","0"
"Measles","Sutter","2003","Total","0","84108","0"
"Measles","Sutter","2003","Female","0","42455","0"
"Measles","Sutter","2003","Male","0","41653","0"
"Measles","Sutter","2004","Total","0","86092","0"
"Measles","Sutter","2004","Female","0","43461","0"
"Measles","Sutter","2004","Male","0","42631","0"
"Measles","Sutter","2005","Total","0","88106","0"
"Measles","Sutter","2005","Female","0","44456","0"
"Measles","Sutter","2005","Male","0","43650","0"
"Measles","Sutter","2006","Total","0","90628","0"
"Measles","Sutter","2006","Female","0","45699","0"
"Measles","Sutter","2006","Male","0","44929","0"
"Measles","Sutter","2007","Total","0","92502","0"
"Measles","Sutter","2007","Female","0","46629","0"
"Measles","Sutter","2007","Male","0","45873","0"
"Measles","Sutter","2008","Total","0","93465","0"
"Measles","Sutter","2008","Female","0","47099","0"
"Measles","Sutter","2008","Male","0","46366","0"
"Measles","Sutter","2009","Total","0","94372","0"
"Measles","Sutter","2009","Female","0","47546","0"
"Measles","Sutter","2009","Male","0","46826","0"
"Measles","Sutter","2010","Total","0","94645","0"
"Measles","Sutter","2010","Female","0","47680","0"
"Measles","Sutter","2010","Male","0","46965","0"
"Measles","Sutter","2011","Total","0","94676","0"
"Measles","Sutter","2011","Female","0","47704","0"
"Measles","Sutter","2011","Male","0","46972","0"
"Measles","Sutter","2012","Total","0","96557","0"
"Measles","Sutter","2012","Female","0","48595","0"
"Measles","Sutter","2012","Male","0","47962","0"
"Measles","Sutter","2013","Total","0","96712","0"
"Measles","Sutter","2013","Female","0","48670","0"
"Measles","Sutter","2013","Male","0","48042","0"
"Measles","Sutter","2014","Total","0","96408","0"
"Measles","Sutter","2014","Female","0","48529","0"
"Measles","Sutter","2014","Male","0","47879","0"
"Measles","Tehama","2001","Total","0","56465","0"
"Measles","Tehama","2001","Female","0","28540","0"
"Measles","Tehama","2001","Male","0","27925","0"
"Measles","Tehama","2002","Total","0","57281","0"
"Measles","Tehama","2002","Female","0","28910","0"
"Measles","Tehama","2002","Male","0","28371","0"
"Measles","Tehama","2003","Total","0","58415","0"
"Measles","Tehama","2003","Female","0","29459","0"
"Measles","Tehama","2003","Male","0","28956","0"
"Measles","Tehama","2004","Total","0","59493","0"
"Measles","Tehama","2004","Female","0","29977","0"
"Measles","Tehama","2004","Male","0","29516","0"
"Measles","Tehama","2005","Total","0","60461","0"
"Measles","Tehama","2005","Female","0","30447","0"
"Measles","Tehama","2005","Male","0","30014","0"
"Measles","Tehama","2006","Total","0","61542","0"
"Measles","Tehama","2006","Female","0","30951","0"
"Measles","Tehama","2006","Male","0","30591","0"
"Measles","Tehama","2007","Total","0","62011","0"
"Measles","Tehama","2007","Female","0","31175","0"
"Measles","Tehama","2007","Male","0","30836","0"
"Measles","Tehama","2008","Total","0","62720","0"
"Measles","Tehama","2008","Female","0","31514","0"
"Measles","Tehama","2008","Male","0","31206","0"
"Measles","Tehama","2009","Total","0","63122","0"
"Measles","Tehama","2009","Female","0","31697","0"
"Measles","Tehama","2009","Male","0","31425","0"
"Measles","Tehama","2010","Total","0","63476","0"
"Measles","Tehama","2010","Female","0","31845","0"
"Measles","Tehama","2010","Male","0","31631","0"
"Measles","Tehama","2011","Total","0","63477","0"
"Measles","Tehama","2011","Female","0","31847","0"
"Measles","Tehama","2011","Male","0","31630","0"
"Measles","Tehama","2012","Total","0","63937","0"
"Measles","Tehama","2012","Female","0","32050","0"
"Measles","Tehama","2012","Male","0","31887","0"
"Measles","Tehama","2013","Total","0","64114","0"
"Measles","Tehama","2013","Female","0","32138","0"
"Measles","Tehama","2013","Male","0","31976","0"
"Measles","Tehama","2014","Total","0","64226","0"
"Measles","Tehama","2014","Female","0","32186","0"
"Measles","Tehama","2014","Male","0","32040","0"
"Measles","Trinity","2001","Total","0","12963","0"
"Measles","Trinity","2001","Female","0","6327","0"
"Measles","Trinity","2001","Male","0","6636","0"
"Measles","Trinity","2002","Total","0","13159","0"
"Measles","Trinity","2002","Female","0","6408","0"
"Measles","Trinity","2002","Male","0","6751","0"
"Measles","Trinity","2003","Total","0","13388","0"
"Measles","Trinity","2003","Female","0","6516","0"
"Measles","Trinity","2003","Male","0","6872","0"
"Measles","Trinity","2004","Total","0","13519","0"
"Measles","Trinity","2004","Female","0","6574","0"
"Measles","Trinity","2004","Male","0","6945","0"
"Measles","Trinity","2005","Total","0","13789","0"
"Measles","Trinity","2005","Female","0","6697","0"
"Measles","Trinity","2005","Male","0","7092","0"
"Measles","Trinity","2006","Total","0","13823","0"
"Measles","Trinity","2006","Female","0","6718","0"
"Measles","Trinity","2006","Male","0","7105","0"
"Measles","Trinity","2007","Total","0","13787","0"
"Measles","Trinity","2007","Female","0","6689","0"
"Measles","Trinity","2007","Male","0","7098","0"
"Measles","Trinity","2008","Total","0","13730","0"
"Measles","Trinity","2008","Female","0","6646","0"
"Measles","Trinity","2008","Male","0","7084","0"
"Measles","Trinity","2009","Total","0","13771","0"
"Measles","Trinity","2009","Female","0","6670","0"
"Measles","Trinity","2009","Male","0","7101","0"
"Measles","Trinity","2010","Total","0","13705","0"
"Measles","Trinity","2010","Female","0","6635","0"
"Measles","Trinity","2010","Male","0","7070","0"
"Measles","Trinity","2011","Total","0","13525","0"
"Measles","Trinity","2011","Female","0","6574","0"
"Measles","Trinity","2011","Male","0","6951","0"
"Measles","Trinity","2012","Total","0","13496","0"
"Measles","Trinity","2012","Female","0","6567","0"
"Measles","Trinity","2012","Male","0","6929","0"
"Measles","Trinity","2013","Total","0","13459","0"
"Measles","Trinity","2013","Female","0","6557","0"
"Measles","Trinity","2013","Male","0","6902","0"
"Measles","Trinity","2014","Total","0","13399","0"
"Measles","Trinity","2014","Female","0","6530","0"
"Measles","Trinity","2014","Male","0","6869","0"
"Measles","Tulare","2001","Total","0","374152","0"
"Measles","Tulare","2001","Female","0","186935","0"
"Measles","Tulare","2001","Male","0","187217","0"
"Measles","Tulare","2002","Total","0","381194","0"
"Measles","Tulare","2002","Female","0","190521","0"
"Measles","Tulare","2002","Male","0","190673","0"
"Measles","Tulare","2003","Total","0","390370","0"
"Measles","Tulare","2003","Female","0","195203","0"
"Measles","Tulare","2003","Male","0","195167","0"
"Measles","Tulare","2004","Total","0","399913","0"
"Measles","Tulare","2004","Female","0","199964","0"
"Measles","Tulare","2004","Male","0","199949","0"
"Measles","Tulare","2005","Total","0","408403","0"
"Measles","Tulare","2005","Female","0","204140","0"
"Measles","Tulare","2005","Male","0","204263","0"
"Measles","Tulare","2006","Total","0","416092","0"
"Measles","Tulare","2006","Female","0","207930","0"
"Measles","Tulare","2006","Male","0","208162","0"
"Measles","Tulare","2007","Total","1","423608","0.236"
"Measles","Tulare","2007","Female","1","211625","0.473"
"Measles","Tulare","2007","Male","0","211983","0"
"Measles","Tulare","2008","Total","0","431471","0"
"Measles","Tulare","2008","Female","0","215546","0"
"Measles","Tulare","2008","Male","0","215925","0"
"Measles","Tulare","2009","Total","0","438408","0"
"Measles","Tulare","2009","Female","0","218918","0"
"Measles","Tulare","2009","Male","0","219490","0"
"Measles","Tulare","2010","Total","0","443086","0"
"Measles","Tulare","2010","Female","0","221174","0"
"Measles","Tulare","2010","Male","0","221912","0"
"Measles","Tulare","2011","Total","0","447591","0"
"Measles","Tulare","2011","Female","0","223390","0"
"Measles","Tulare","2011","Male","0","224201","0"
"Measles","Tulare","2012","Total","0","452301","0"
"Measles","Tulare","2012","Female","0","225721","0"
"Measles","Tulare","2012","Male","0","226580","0"
"Measles","Tulare","2013","Total","0","455376","0"
"Measles","Tulare","2013","Female","0","227227","0"
"Measles","Tulare","2013","Male","0","228149","0"
"Measles","Tulare","2014","Total","0","459176","0"
"Measles","Tulare","2014","Female","0","229092","0"
"Measles","Tulare","2014","Male","0","230084","0"
"Measles","Tuolumne","2001","Total","0","55326","0"
"Measles","Tuolumne","2001","Female","0","26135","0"
"Measles","Tuolumne","2001","Male","0","29191","0"
"Measles","Tuolumne","2002","Total","0","55910","0"
"Measles","Tuolumne","2002","Female","0","26405","0"
"Measles","Tuolumne","2002","Male","0","29505","0"
"Measles","Tuolumne","2003","Total","0","56442","0"
"Measles","Tuolumne","2003","Female","0","26649","0"
"Measles","Tuolumne","2003","Male","0","29793","0"
"Measles","Tuolumne","2004","Total","0","56369","0"
"Measles","Tuolumne","2004","Female","0","26593","0"
"Measles","Tuolumne","2004","Male","0","29776","0"
"Measles","Tuolumne","2005","Total","0","56452","0"
"Measles","Tuolumne","2005","Female","0","26617","0"
"Measles","Tuolumne","2005","Male","0","29835","0"
"Measles","Tuolumne","2006","Total","0","56558","0"
"Measles","Tuolumne","2006","Female","0","26670","0"
"Measles","Tuolumne","2006","Male","0","29888","0"
"Measles","Tuolumne","2007","Total","0","56133","0"
"Measles","Tuolumne","2007","Female","0","26456","0"
"Measles","Tuolumne","2007","Male","0","29677","0"
"Measles","Tuolumne","2008","Total","0","56060","0"
"Measles","Tuolumne","2008","Female","0","26415","0"
"Measles","Tuolumne","2008","Male","0","29645","0"
"Measles","Tuolumne","2009","Total","0","55258","0"
"Measles","Tuolumne","2009","Female","0","25985","0"
"Measles","Tuolumne","2009","Male","0","29273","0"
"Measles","Tuolumne","2010","Total","0","55146","0"
"Measles","Tuolumne","2010","Female","0","25918","0"
"Measles","Tuolumne","2010","Male","0","29228","0"
"Measles","Tuolumne","2011","Total","0","55045","0"
"Measles","Tuolumne","2011","Female","0","25869","0"
"Measles","Tuolumne","2011","Male","0","29176","0"
"Measles","Tuolumne","2012","Total","0","53949","0"
"Measles","Tuolumne","2012","Female","0","25417","0"
"Measles","Tuolumne","2012","Male","0","28532","0"
"Measles","Tuolumne","2013","Total","0","54118","0"
"Measles","Tuolumne","2013","Female","0","25479","0"
"Measles","Tuolumne","2013","Male","0","28639","0"
"Measles","Tuolumne","2014","Total","0","53887","0"
"Measles","Tuolumne","2014","Female","0","25373","0"
"Measles","Tuolumne","2014","Male","0","28514","0"
"Measles","Ventura","2001","Total","1","768991","0.13"
"Measles","Ventura","2001","Female","1","385918","0.259"
"Measles","Ventura","2001","Male","0","383073","0"
"Measles","Ventura","2002","Total","0","779894","0"
"Measles","Ventura","2002","Female","0","391526","0"
"Measles","Ventura","2002","Male","0","388368","0"
"Measles","Ventura","2003","Total","1","789367","0.127"
"Measles","Ventura","2003","Female","1","396323","0.252"
"Measles","Ventura","2003","Male","0","393044","0"
"Measles","Ventura","2004","Total","0","795046","0"
"Measles","Ventura","2004","Female","0","399212","0"
"Measles","Ventura","2004","Male","0","395834","0"
"Measles","Ventura","2005","Total","0","796867","0"
"Measles","Ventura","2005","Female","0","400152","0"
"Measles","Ventura","2005","Male","0","396715","0"
"Measles","Ventura","2006","Total","0","801225","0"
"Measles","Ventura","2006","Female","0","402512","0"
"Measles","Ventura","2006","Male","0","398713","0"
"Measles","Ventura","2007","Total","0","805911","0"
"Measles","Ventura","2007","Female","0","404979","0"
"Measles","Ventura","2007","Male","0","400932","0"
"Measles","Ventura","2008","Total","0","812028","0"
"Measles","Ventura","2008","Female","0","408229","0"
"Measles","Ventura","2008","Male","0","403799","0"
"Measles","Ventura","2009","Total","0","818546","0"
"Measles","Ventura","2009","Female","0","411541","0"
"Measles","Ventura","2009","Male","0","407005","0"
"Measles","Ventura","2010","Total","0","825061","0"
"Measles","Ventura","2010","Female","0","415220","0"
"Measles","Ventura","2010","Male","0","409841","0"
"Measles","Ventura","2011","Total","0","830091","0"
"Measles","Ventura","2011","Female","0","417598","0"
"Measles","Ventura","2011","Male","0","412493","0"
"Measles","Ventura","2012","Total","0","833361","0"
"Measles","Ventura","2012","Female","0","419032","0"
"Measles","Ventura","2012","Male","0","414329","0"
"Measles","Ventura","2013","Total","1","839270","0.119"
"Measles","Ventura","2013","Female","1","421969","0.237"
"Measles","Ventura","2013","Male","0","417301","0"
"Measles","Ventura","2014","Total","3","844259","0.355"
"Measles","Ventura","2014","Female","3","424467","0.707"
"Measles","Ventura","2014","Male","0","419792","0"
"Measles","Yolo","2001","Total","0","175102","0"
"Measles","Yolo","2001","Female","0","89655","0"
"Measles","Yolo","2001","Male","0","85447","0"
"Measles","Yolo","2002","Total","0","179271","0"
"Measles","Yolo","2002","Female","0","91782","0"
"Measles","Yolo","2002","Male","0","87489","0"
"Measles","Yolo","2003","Total","0","182331","0"
"Measles","Yolo","2003","Female","0","93337","0"
"Measles","Yolo","2003","Male","0","88994","0"
"Measles","Yolo","2004","Total","0","185707","0"
"Measles","Yolo","2004","Female","0","95101","0"
"Measles","Yolo","2004","Male","0","90606","0"
"Measles","Yolo","2005","Total","0","187354","0"
"Measles","Yolo","2005","Female","0","95922","0"
"Measles","Yolo","2005","Male","0","91432","0"
"Measles","Yolo","2006","Total","0","190809","0"
"Measles","Yolo","2006","Female","0","97772","0"
"Measles","Yolo","2006","Male","0","93037","0"
"Measles","Yolo","2007","Total","0","194854","0"
"Measles","Yolo","2007","Female","0","99925","0"
"Measles","Yolo","2007","Male","0","94929","0"
"Measles","Yolo","2008","Total","0","197589","0"
"Measles","Yolo","2008","Female","0","101290","0"
"Measles","Yolo","2008","Male","0","96299","0"
"Measles","Yolo","2009","Total","0","199697","0"
"Measles","Yolo","2009","Female","0","102303","0"
"Measles","Yolo","2009","Male","0","97394","0"
"Measles","Yolo","2010","Total","0","201328","0"
"Measles","Yolo","2010","Female","0","103148","0"
"Measles","Yolo","2010","Male","0","98180","0"
"Measles","Yolo","2011","Total","0","202616","0"
"Measles","Yolo","2011","Female","0","103783","0"
"Measles","Yolo","2011","Male","0","98833","0"
"Measles","Yolo","2012","Total","0","204974","0"
"Measles","Yolo","2012","Female","0","105027","0"
"Measles","Yolo","2012","Male","0","99947","0"
"Measles","Yolo","2013","Total","0","206136","0"
"Measles","Yolo","2013","Female","0","105598","0"
"Measles","Yolo","2013","Male","0","100538","0"
"Measles","Yolo","2014","Total","0","207212","0"
"Measles","Yolo","2014","Female","0","106165","0"
"Measles","Yolo","2014","Male","0","101047","0"
"Measles","Yuba","2001","Total","0","61426","0"
"Measles","Yuba","2001","Female","0","30474","0"
"Measles","Yuba","2001","Male","0","30952","0"
"Measles","Yuba","2002","Total","0","62738","0"
"Measles","Yuba","2002","Female","0","31142","0"
"Measles","Yuba","2002","Male","0","31596","0"
"Measles","Yuba","2003","Total","0","63962","0"
"Measles","Yuba","2003","Female","0","31768","0"
"Measles","Yuba","2003","Male","0","32194","0"
"Measles","Yuba","2004","Total","0","65249","0"
"Measles","Yuba","2004","Female","0","32422","0"
"Measles","Yuba","2004","Male","0","32827","0"
"Measles","Yuba","2005","Total","0","67712","0"
"Measles","Yuba","2005","Female","0","33675","0"
"Measles","Yuba","2005","Male","0","34037","0"
"Measles","Yuba","2006","Total","0","69218","0"
"Measles","Yuba","2006","Female","0","34418","0"
"Measles","Yuba","2006","Male","0","34800","0"
"Measles","Yuba","2007","Total","0","70221","0"
"Measles","Yuba","2007","Female","0","34930","0"
"Measles","Yuba","2007","Male","0","35291","0"
"Measles","Yuba","2008","Total","0","71422","0"
"Measles","Yuba","2008","Female","0","35527","0"
"Measles","Yuba","2008","Male","0","35895","0"
"Measles","Yuba","2009","Total","0","71796","0"
"Measles","Yuba","2009","Female","0","35623","0"
"Measles","Yuba","2009","Male","0","36173","0"
"Measles","Yuba","2010","Total","0","72336","0"
"Measles","Yuba","2010","Female","0","35896","0"
"Measles","Yuba","2010","Male","0","36440","0"
"Measles","Yuba","2011","Total","1","72623","1.377"
"Measles","Yuba","2011","Female","0","36059","0"
"Measles","Yuba","2011","Male","1","36564","2.735"
"Measles","Yuba","2012","Total","0","72915","0"
"Measles","Yuba","2012","Female","0","36227","0"
"Measles","Yuba","2012","Male","0","36688","0"
"Measles","Yuba","2013","Total","0","72994","0"
"Measles","Yuba","2013","Female","0","36296","0"
"Measles","Yuba","2013","Male","0","36698","0"
"Measles","Yuba","2014","Total","0","73425","0"
"Measles","Yuba","2014","Female","0","36503","0"
"Measles","Yuba","2014","Male","0","36922","0"
"Mumps","California","2010","Total","29","37311439","0.078"
"Mumps","California","2010","Female","8","18752748","0.043"
"Mumps","California","2010","Male","21","18558691","0.113"
"Mumps","California","2011","Total","43","37572186","0.114"
"Mumps","California","2011","Female","16","18881056","0.085"
"Mumps","California","2011","Male","27","18691131","0.144"
"Mumps","California","2012","Total","33","37869573","0.087"
"Mumps","California","2012","Female","18","19028077","0.095"
"Mumps","California","2012","Male","15","18841496","0.08"
"Mumps","California","2013","Total","30","38166117","0.079"
"Mumps","California","2013","Female","9","19177344","0.047"
"Mumps","California","2013","Male","21","18988773","0.111"
"Mumps","California","2014","Total","37","38501494","0.096"
"Mumps","California","2014","Female","14","19346905","0.072"
"Mumps","California","2014","Male","23","19154588","0.12"
"Mumps","Alameda","2010","Total","1","1513734","0.066"
"Mumps","Alameda","2010","Female","0","771369","0"
"Mumps","Alameda","2010","Male","1","742365","0.135"
"Mumps","Alameda","2011","Total","26","1526738","1.703"
"Mumps","Alameda","2011","Female","8","777894","1.028"
"Mumps","Alameda","2011","Male","18","748844","2.404"
"Mumps","Alameda","2012","Total","1","1539660","0.065"
"Mumps","Alameda","2012","Female","1","784429","0.127"
"Mumps","Alameda","2012","Male","0","755231","0"
"Mumps","Alameda","2013","Total","1","1564017","0.064"
"Mumps","Alameda","2013","Female","0","797654","0"
"Mumps","Alameda","2013","Male","1","766363","0.13"
"Mumps","Alameda","2014","Total","1","1584507","0.063"
"Mumps","Alameda","2014","Female","0","808612","0"
"Mumps","Alameda","2014","Male","1","775895","0.129"
"Mumps","Alpine","2010","Total","0","1163","0"
"Mumps","Alpine","2010","Female","0","561","0"
"Mumps","Alpine","2010","Male","0","602","0"
"Mumps","Alpine","2011","Total","0","1118","0"
"Mumps","Alpine","2011","Female","0","537","0"
"Mumps","Alpine","2011","Male","0","581","0"
"Mumps","Alpine","2012","Total","0","1114","0"
"Mumps","Alpine","2012","Female","0","535","0"
"Mumps","Alpine","2012","Male","0","579","0"
"Mumps","Alpine","2013","Total","0","1112","0"
"Mumps","Alpine","2013","Female","0","533","0"
"Mumps","Alpine","2013","Male","0","579","0"
"Mumps","Alpine","2014","Total","0","1112","0"
"Mumps","Alpine","2014","Female","0","534","0"
"Mumps","Alpine","2014","Male","0","578","0"
"Mumps","Amador","2010","Total","0","37863","0"
"Mumps","Amador","2010","Female","0","17118","0"
"Mumps","Amador","2010","Male","0","20745","0"
"Mumps","Amador","2011","Total","0","37309","0"
"Mumps","Amador","2011","Female","0","16886","0"
"Mumps","Amador","2011","Male","0","20423","0"
"Mumps","Amador","2012","Total","0","36403","0"
"Mumps","Amador","2012","Female","0","16489","0"
"Mumps","Amador","2012","Male","0","19914","0"
"Mumps","Amador","2013","Total","0","36028","0"
"Mumps","Amador","2013","Female","0","16327","0"
"Mumps","Amador","2013","Male","0","19701","0"
"Mumps","Amador","2014","Total","0","36099","0"
"Mumps","Amador","2014","Female","0","16358","0"
"Mumps","Amador","2014","Male","0","19741","0"
"Mumps","Butte","2010","Total","0","219971","0"
"Mumps","Butte","2010","Female","0","111086","0"
"Mumps","Butte","2010","Male","0","108885","0"
"Mumps","Butte","2011","Total","0","220434","0"
"Mumps","Butte","2011","Female","0","111240","0"
"Mumps","Butte","2011","Male","0","109194","0"
"Mumps","Butte","2012","Total","1","220980","0.453"
"Mumps","Butte","2012","Female","0","111415","0"
"Mumps","Butte","2012","Male","1","109565","0.913"
"Mumps","Butte","2013","Total","0","221416","0"
"Mumps","Butte","2013","Female","0","111548","0"
"Mumps","Butte","2013","Male","0","109868","0"
"Mumps","Butte","2014","Total","1","223905","0.447"
"Mumps","Butte","2014","Female","0","112637","0"
"Mumps","Butte","2014","Male","1","111268","0.899"
"Mumps","Calaveras","2010","Total","0","45456","0"
"Mumps","Calaveras","2010","Female","0","22699","0"
"Mumps","Calaveras","2010","Male","0","22757","0"
"Mumps","Calaveras","2011","Total","0","45121","0"
"Mumps","Calaveras","2011","Female","0","22552","0"
"Mumps","Calaveras","2011","Male","0","22569","0"
"Mumps","Calaveras","2012","Total","0","44923","0"
"Mumps","Calaveras","2012","Female","0","22468","0"
"Mumps","Calaveras","2012","Male","0","22455","0"
"Mumps","Calaveras","2013","Total","1","44852","2.23"
"Mumps","Calaveras","2013","Female","1","22444","4.456"
"Mumps","Calaveras","2013","Male","0","22408","0"
"Mumps","Calaveras","2014","Total","0","45079","0"
"Mumps","Calaveras","2014","Female","0","22552","0"
"Mumps","Calaveras","2014","Male","0","22527","0"
"Mumps","Colusa","2010","Total","0","21483","0"
"Mumps","Colusa","2010","Female","0","10435","0"
"Mumps","Colusa","2010","Male","0","11048","0"
"Mumps","Colusa","2011","Total","0","21497","0"
"Mumps","Colusa","2011","Female","0","10441","0"
"Mumps","Colusa","2011","Male","0","11056","0"
"Mumps","Colusa","2012","Total","0","21442","0"
"Mumps","Colusa","2012","Female","0","10416","0"
"Mumps","Colusa","2012","Male","0","11026","0"
"Mumps","Colusa","2013","Total","0","21665","0"
"Mumps","Colusa","2013","Female","0","10523","0"
"Mumps","Colusa","2013","Male","0","11142","0"
"Mumps","Colusa","2014","Total","0","21606","0"
"Mumps","Colusa","2014","Female","0","10489","0"
"Mumps","Colusa","2014","Male","0","11117","0"
"Mumps","Contra Costa","2010","Total","0","1052199","0"
"Mumps","Contra Costa","2010","Female","0","539100","0"
"Mumps","Contra Costa","2010","Male","0","513099","0"
"Mumps","Contra Costa","2011","Total","2","1061197","0.188"
"Mumps","Contra Costa","2011","Female","2","543641","0.368"
"Mumps","Contra Costa","2011","Male","0","517556","0"
"Mumps","Contra Costa","2012","Total","0","1069158","0"
"Mumps","Contra Costa","2012","Female","0","547638","0"
"Mumps","Contra Costa","2012","Male","0","521520","0"
"Mumps","Contra Costa","2013","Total","2","1081948","0.185"
"Mumps","Contra Costa","2013","Female","2","554275","0.361"
"Mumps","Contra Costa","2013","Male","0","527673","0"
"Mumps","Contra Costa","2014","Total","1","1096637","0.091"
"Mumps","Contra Costa","2014","Female","0","561929","0"
"Mumps","Contra Costa","2014","Male","1","534708","0.187"
"Mumps","Del Norte","2010","Total","0","28543","0"
"Mumps","Del Norte","2010","Female","0","12648","0"
"Mumps","Del Norte","2010","Male","0","15895","0"
"Mumps","Del Norte","2011","Total","0","28485","0"
"Mumps","Del Norte","2011","Female","0","12618","0"
"Mumps","Del Norte","2011","Male","0","15867","0"
"Mumps","Del Norte","2012","Total","0","28533","0"
"Mumps","Del Norte","2012","Female","0","12644","0"
"Mumps","Del Norte","2012","Male","0","15889","0"
"Mumps","Del Norte","2013","Total","0","28225","0"
"Mumps","Del Norte","2013","Female","0","12478","0"
"Mumps","Del Norte","2013","Male","0","15747","0"
"Mumps","Del Norte","2014","Total","0","28219","0"
"Mumps","Del Norte","2014","Female","0","12466","0"
"Mumps","Del Norte","2014","Male","0","15753","0"
"Mumps","El Dorado","2010","Total","0","180925","0"
"Mumps","El Dorado","2010","Female","0","90414","0"
"Mumps","El Dorado","2010","Male","0","90511","0"
"Mumps","El Dorado","2011","Total","0","180639","0"
"Mumps","El Dorado","2011","Female","0","90341","0"
"Mumps","El Dorado","2011","Male","0","90298","0"
"Mumps","El Dorado","2012","Total","0","182640","0"
"Mumps","El Dorado","2012","Female","0","91305","0"
"Mumps","El Dorado","2012","Male","0","91335","0"
"Mumps","El Dorado","2013","Total","0","182958","0"
"Mumps","El Dorado","2013","Female","0","91508","0"
"Mumps","El Dorado","2013","Male","0","91450","0"
"Mumps","El Dorado","2014","Total","0","183957","0"
"Mumps","El Dorado","2014","Female","0","92046","0"
"Mumps","El Dorado","2014","Male","0","91911","0"
"Mumps","Fresno","2010","Total","0","932343","0"
"Mumps","Fresno","2010","Female","0","466558","0"
"Mumps","Fresno","2010","Male","0","465785","0"
"Mumps","Fresno","2011","Total","0","939329","0"
"Mumps","Fresno","2011","Female","0","469845","0"
"Mumps","Fresno","2011","Male","0","469484","0"
"Mumps","Fresno","2012","Total","0","948453","0"
"Mumps","Fresno","2012","Female","0","474300","0"
"Mumps","Fresno","2012","Male","0","474153","0"
"Mumps","Fresno","2013","Total","1","956967","0.104"
"Mumps","Fresno","2013","Female","0","478477","0"
"Mumps","Fresno","2013","Male","1","478490","0.209"
"Mumps","Fresno","2014","Total","1","967491","0.103"
"Mumps","Fresno","2014","Female","0","483695","0"
